ENSG_id	LFC
ENSG00000198794	0.136445856
ENSG00000198795	-0.013205581
ENSG00000198796	-0.079389779
ENSG00000197776	-0.209470212
ENSG00000197951	0.150480189
ENSG00000175550	0.241045453
ENSG00000197956	0.028621114
ENSG00000197771	-0.050298202
ENSG00000161682	0.335860983
ENSG00000161681	0.435905398
ENSG00000103260	0.828344611
ENSG00000145386	-0.104140717
ENSG00000162851	-0.095810926
ENSG00000113430	0.724116525
ENSG00000085978	-0.010484618
ENSG00000140319	0.02193054
ENSG00000174353	0.12439073
ENSG00000169246	0.002317182
ENSG00000169247	-0.017038918
ENSG00000169245	0.496978295
ENSG00000169242	0.048375586
ENSG00000169241	0.072723114
ENSG00000089048	-0.169408409
ENSG00000183864	0.006464517
ENSG00000269816	0.051249583
ENSG00000089041	-0.033515031
ENSG00000261380	0.288938294
ENSG00000167680	0.409468557
ENSG00000124217	0.011409435
ENSG00000124214	-0.027959507
ENSG00000189283	0.036577671
ENSG00000124212	0.012881375
ENSG00000247596	0.172965858
ENSG00000247595	-0.282136039
ENSG00000013364	0.048728765
ENSG00000111341	0.192225874
ENSG00000152953	0.128987522
ENSG00000111344	0.120165706
ENSG00000185272	-0.213452503
ENSG00000234365	0.308800849
ENSG00000161970	-0.037498307
ENSG00000117228	-0.378516966
ENSG00000002549	-0.107165785
ENSG00000135446	0.017932525
ENSG00000079215	-0.023796827
ENSG00000082014	0.160050569
ENSG00000117222	-0.02994483
ENSG00000185133	0.302997031
ENSG00000029364	-0.055163754
ENSG00000117226	0.02132533
ENSG00000068366	-0.128137431
ENSG00000152270	-0.127677564
ENSG00000152380	-0.046425208
ENSG00000169020	0.065929277
ENSG00000152382	-0.222335421
ENSG00000160087	0.31981147
ENSG00000036054	-0.102924976
ENSG00000213204	-0.222982748
ENSG00000261163	0.132269373
ENSG00000102119	0.157625447
ENSG00000262122	-0.010302011
ENSG00000262124	-0.016912935
ENSG00000262128	0.070659583
ENSG00000048649	-0.114289214
ENSG00000118418	0.075054424
ENSG00000105875	-0.051036061
ENSG00000271867	0.017318034
ENSG00000273037	0.299582941
ENSG00000126351	0.155569427
ENSG00000196597	-0.096363043
ENSG00000273033	0.081036758
ENSG00000160886	0.062205525
ENSG00000273031	0.299582941
ENSG00000262909	-0.041737208
ENSG00000101856	-0.089046182
ENSG00000272614	0.0952659
ENSG00000177951	0.017206851
ENSG00000143669	-0.038602918
ENSG00000102805	-0.058619353
ENSG00000102804	-0.078708106
ENSG00000198242	-0.144937108
ENSG00000131023	-0.054435525
ENSG00000144810	0.020838268
ENSG00000167355	0.015908688
ENSG00000198246	0.064773855
ENSG00000134061	0.151905927
ENSG00000198258	0.010828276
ENSG00000109381	-0.155111613
ENSG00000147548	-0.051355994
ENSG00000225648	-0.016412221
ENSG00000135913	-0.078449448
ENSG00000014914	0.145101643
ENSG00000105607	0.18929995
ENSG00000014919	-0.014970517
ENSG00000034693	-0.078831635
ENSG00000244242	-0.294543567
ENSG00000164104	-0.040495606
ENSG00000135919	-0.053727242
ENSG00000225312	0.047908851
ENSG00000230487	0.053609815
ENSG00000176396	-0.032836274
ENSG00000164105	-0.027260639
ENSG00000176390	0.033754023
ENSG00000176393	-0.001530898
ENSG00000229153	-0.193367712
ENSG00000176399	-0.269961797
ENSG00000064932	0.371565427
ENSG00000064933	-0.093034587
ENSG00000136935	0.025178214
ENSG00000136936	-0.075187791
ENSG00000143850	0.167092499
ENSG00000136930	-0.047279757
ENSG00000083635	-0.01237174
ENSG00000136932	-0.151042058
ENSG00000136933	0.149701044
ENSG00000181704	-0.123250227
ENSG00000136938	0.018987718
ENSG00000178904	-0.202611527
ENSG00000069011	0.7101309
ENSG00000134070	0.223356491
ENSG00000167536	0.282248348
ENSG00000168374	-0.082595626
ENSG00000136603	-0.141559968
ENSG00000162104	-0.015187977
ENSG00000162105	-0.32976444
ENSG00000268439	-0.047141182
ENSG00000182240	0.046548812
ENSG00000166483	-0.064785656
ENSG00000268431	-0.043693962
ENSG00000268430	-0.32976444
ENSG00000244026	0.116368418
ENSG00000188888	-0.624070345
ENSG00000108654	-0.10620192675
ENSG00000003989	-0.028323015
ENSG00000186951	-0.017829846
ENSG00000108651	-0.062216758
ENSG00000141699	0.076485777
ENSG00000215328	0.0182663585
ENSG00000105617	0.350817997
ENSG00000157388	-0.280250285
ENSG00000124102	-0.504834879
ENSG00000161791	-0.014325477
ENSG00000115268	0.375411218
ENSG00000226103	0.085263883
ENSG00000171703	0.207962532
ENSG00000119231	-0.094257677
ENSG00000174010	-0.217466565
ENSG00000099308	0.158398218
ENSG00000115267	-0.250250555
ENSG00000115266	0.360715463
ENSG00000037897	0.115300493
ENSG00000047849	0.044449491
ENSG00000128655	-0.434900496
ENSG00000105619	0.299582941
ENSG00000074621	-0.051979312
ENSG00000153975	-0.052397441
ENSG00000135297	-0.164246336
ENSG00000161558	0.211499418
ENSG00000108389	-0.065006344
ENSG00000049192	-0.125090824
ENSG00000108384	0.003366384
ENSG00000091140	-0.079237963
ENSG00000009844	-0.138593477
ENSG00000153233	-0.24179205
ENSG00000165688	0.024392743
ENSG00000165689	0.155701982
ENSG00000108474	0.053687778
ENSG00000108479	0.247478768
ENSG00000221817	0.077746205
ENSG00000151834	-0.007249987
ENSG00000151835	-0.157307456
ENSG00000266714	0.492710141
ENSG00000129562	-0.009100275
ENSG00000153064	0.022303846
ENSG00000129566	-0.007817334
ENSG00000177045	0.156022153
ENSG00000234704	0.092182936
ENSG00000101452	-0.041395888
ENSG00000183260	0.156516024
ENSG00000158006	-0.071508639
ENSG00000272781	-0.063569748
ENSG00000138750	-0.141561095
ENSG00000141232	0.10254183
ENSG00000138756	-0.008180009
ENSG00000170871	-0.118126872
ENSG00000138758	-0.058047201
ENSG00000125454	0.076927614
ENSG00000127824	0.131812183
ENSG00000180071	0.202249202
ENSG00000173818	0.047087188
ENSG00000223760	0.066823815
ENSG00000236428	0.085417213
ENSG00000223766	-0.005187361
ENSG00000236423	0.403680507
ENSG00000173812	-0.001981411
ENSG00000233904	0.013896554
ENSG00000185737	0.03448785
ENSG00000136754	-0.047438774
ENSG00000214922	-0.496956939
ENSG00000136758	-0.056514624
ENSG00000115486	-0.005259698
ENSG00000115484	-0.026573554
ENSG00000068976	-0.49029425
ENSG00000160688	-0.011886785
ENSG00000010322	0.127817895
ENSG00000233327	-0.137013053
ENSG00000196236	0.008391757
ENSG00000196230	0.043868021
ENSG00000196233	-0.134596015
ENSG00000090097	0.199835636
ENSG00000105676	0.176262106
ENSG00000213445	0.353891772
ENSG00000264247	-0.193032221
ENSG00000236137	0.378642713
ENSG00000213443	-0.228311671
ENSG00000249087	0.097852715
ENSG00000116017	0.321154334
ENSG00000116016	0.174438912
ENSG00000172493	-0.097838511
ENSG00000187391	0.00476016
ENSG00000173546	0.23246375
ENSG00000112062	-0.080098574
ENSG00000233639	-0.068760577
ENSG00000011451	0.354275448
ENSG00000225614	0.410557166
ENSG00000011454	-0.018225909
ENSG00000173545	0.100208321
ENSG00000119906	-0.084925847
ENSG00000250565	0.026745808
ENSG00000090238	0.482226367
ENSG00000111540	0.03540453
ENSG00000119900	-0.03141173
ENSG00000129195	-0.022117314
ENSG00000187735	-0.189315527
ENSG00000183671	-0.06684962
ENSG00000187240	-0.184618131
ENSG00000205763	0.037818542
ENSG00000172890	-0.043179913
ENSG00000148450	0.169380204
ENSG00000087266	0.200935529
ENSG00000076662	0.165285252
ENSG00000068120	0.098017514
ENSG00000174996	0.19589669
ENSG00000148459	-0.069372304
ENSG00000116903	-0.062456656
ENSG00000104154	-0.100555862
ENSG00000159352	-0.064385162
ENSG00000112282	-0.109911012
ENSG00000104408	-0.061526907
ENSG00000050030	-0.163294338
ENSG00000117500	-0.129732475
ENSG00000107175	0.036922792
ENSG00000113083	-0.092249989
ENSG00000117505	-0.108637416
ENSG00000137486	0.035687032
ENSG00000085563	-0.120054275
ENSG00000270127	-0.019829451
ENSG00000162415	0.162890324
ENSG00000232326	0.115910066
ENSG00000174099	-0.087535189
ENSG00000196498	0.363923289
ENSG00000154920	0.038433612
ENSG00000196943	0.063704174
ENSG00000137409	-0.034604214
ENSG00000137404	0.162161153
ENSG00000137403	0.271790346
ENSG00000121297	-0.000649179
ENSG00000164221	-0.141512738
ENSG00000164220	0.035640086
ENSG00000128573	0.255207834
ENSG00000178295	-0.157349483
ENSG00000100239	0.131312309
ENSG00000060138	0.080271239
ENSG00000100234	0.01774111
ENSG00000235443	-0.194749801
ENSG00000058063	-0.088244885
ENSG00000128578	0.014843718
ENSG00000196419	-0.053966762
ENSG00000130758	0.344794566
ENSG00000197016	-0.150724903
ENSG00000120217	0.124724533
ENSG00000120742	-0.098607809
ENSG00000143324	0.027436069
ENSG00000256594	-0.031970127
ENSG00000197019	0.221668421
ENSG00000197548	-0.182615042
ENSG00000267534	0.299344969
ENSG00000184860	-0.137213449
ENSG00000176945	-0.115005343
ENSG00000077044	0.083491663
ENSG00000176946	0.085932149
ENSG00000113328	-0.133035176
ENSG00000107719	0.125002182
ENSG00000230108	-0.037215367
ENSG00000166833	-0.134903224
ENSG00000156958	-0.184371151
ENSG00000168612	0.030728756
ENSG00000110756	-0.080800736
ENSG00000113763	-0.247072187
ENSG00000170734	-0.12238873
ENSG00000235773	0.162161153
ENSG00000178127	-0.062238205
ENSG00000008405	-0.122672536
ENSG00000168610	0.080046004
ENSG00000163867	-0.081000843
ENSG00000143476	-0.035471843
ENSG00000182810	0.112437769
ENSG00000134278	-0.139845617
ENSG00000075415	0.00273989
ENSG00000168614	0.218661262
ENSG00000075413	0.008085938
ENSG00000167220	-0.002520263
ENSG00000168615	-0.061700464
ENSG00000143248	-0.010360283
ENSG00000140990	0.234999669
ENSG00000160410	0.168857199
ENSG00000140876	-0.882148331
ENSG00000064726	-0.109519878
ENSG00000166225	-0.241735226
ENSG00000072506	0.030532837
ENSG00000181135	0.138263182
ENSG00000069712	-0.178591909
ENSG00000260130	-0.026032694
ENSG00000269361	0.131662576
ENSG00000134184	-0.570319964
ENSG00000160201	-0.022586754
ENSG00000160200	0.290235237
ENSG00000159433	-1.18e-05
ENSG00000262716	0.108133047
ENSG00000137760	-0.195397788
ENSG00000166123	0.027979818
ENSG00000151353	0.119797412
ENSG00000037042	0.25400772
ENSG00000260623	-0.019096267
ENSG00000215845	0.226264717
ENSG00000078487	-0.179348717
ENSG00000156374	-0.216627535
ENSG00000096654	-0.009494196
ENSG00000042753	0.091362681
ENSG00000134982	-0.102636259
ENSG00000134987	-0.106892603
ENSG00000184708	-0.013846707
ENSG00000213085	0.040013129
ENSG00000171067	0.157565918
ENSG00000169814	-0.003774978
ENSG00000163995	-0.628018623
ENSG00000160613	0.182426263
ENSG00000105855	-0.218754443
ENSG00000105854	-0.099223873
ENSG00000111481	-0.030281889
ENSG00000105856	-0.088639134
ENSG00000175764	0.015757544
ENSG00000109103	0.147976879
ENSG00000175768	0.019260707
ENSG00000101298	0.141625801
ENSG00000135052	-0.002579038
ENSG00000187801	-0.130156648
ENSG00000012174	-0.131404711
ENSG00000142784	0.075641225
ENSG00000171858	0.077419127
ENSG00000123240	-0.04679872
ENSG00000185090	0.093187312
ENSG00000176490	0.139684081
ENSG00000139220	-0.088286866
ENSG00000177728	0.083415293
ENSG00000084710	0.095050512
ENSG00000226479	0.005408345
ENSG00000105298	0.338862817
ENSG00000111728	-0.029481665
ENSG00000071082	-0.033634586
ENSG00000240225	-0.002200948
ENSG00000089876	-0.1411384
ENSG00000183072	0.300830853
ENSG00000183077	0.118561256
ENSG00000171291	-0.167181621
ENSG00000113231	0.896829582
ENSG00000180667	-0.074646177
ENSG00000205707	0.000108261
ENSG00000135632	-0.021930194
ENSG00000135631	0.085978768
ENSG00000135636	0.03467495
ENSG00000166813	0.260586897
ENSG00000147155	-0.013835811
ENSG00000114054	-0.063582905
ENSG00000114503	-0.048099102
ENSG00000185896	0.082369816
ENSG00000169764	-0.092236975
ENSG00000169760	-0.292523892
ENSG00000169762	-0.172594121
ENSG00000115902	0.032866554
ENSG00000115677	-0.021232992
ENSG00000248275	0.110619871
ENSG00000111726	-0.024472364
ENSG00000183386	0.193039632
ENSG00000187498	-0.025133594
ENSG00000214135	0.096988941
ENSG00000261974	-0.13679522
ENSG00000063180	0.099439921
ENSG00000179242	0.159969924
ENSG00000179241	0.03280311
ENSG00000179240	-0.124869085
ENSG00000175567	0.064618328
ENSG00000267750	-0.19114479
ENSG00000255103	-0.10525006
ENSG00000225783	-0.103409556
ENSG00000058668	-0.012379499
ENSG00000080007	-0.029187447
ENSG00000118620	0.147530809
ENSG00000263192	0.202437935
ENSG00000263194	0.201951204
ENSG00000058600	0.088598109
ENSG00000204130	-0.207226997
ENSG00000136231	-0.181760173
ENSG00000132205	0.239508176
ENSG00000136237	-0.256748833
ENSG00000056097	-0.087707804
ENSG00000136235	-0.088135981
ENSG00000090932	0.347720438
ENSG00000239653	0.357673458
ENSG00000134882	-0.073490053
ENSG00000177380	0.307863871
ENSG00000148200	0.170454926
ENSG00000138326	0.044221657
ENSG00000272447	0.468542508
ENSG00000148204	-0.11328551
ENSG00000144554	-0.042832699
ENSG00000105146	0.141902346
ENSG00000116459	-0.020055344
ENSG00000115211	-0.006907438
ENSG00000142920	-0.093081814
ENSG00000144559	0.161364326
ENSG00000157778	0.109391641
ENSG00000016391	0.394999686
ENSG00000067715	-0.137644807
ENSG00000149269	0.025177632
ENSG00000235941	0.0182663585
ENSG00000149260	0.101649846
ENSG00000007202	-0.055955596
ENSG00000146205	-0.015766504
ENSG00000235947	0.356819422
ENSG00000164418	-0.085680398
ENSG00000137364	-0.066435318
ENSG00000141002	0.081745827
ENSG00000118640	0.428629316
ENSG00000187239	0.065493247
ENSG00000127586	0.699035044
ENSG00000127585	0.286274647
ENSG00000164414	-0.040867246
ENSG00000187231	-0.140356325
ENSG00000127580	0.326248211
ENSG00000100532	-0.04181762
ENSG00000105894	-0.067808343
ENSG00000172809	0.144582088
ENSG00000166670	0.596341846
ENSG00000126368	0.052779363
ENSG00000254505	-0.150435994
ENSG00000165895	-0.08503497
ENSG00000204152	0.002664053
ENSG00000165891	0.017200132
ENSG00000119574	0.34497403
ENSG00000080709	0.417289138
ENSG00000165899	-0.099611572
ENSG00000077458	-0.099939621
ENSG00000197496	0.022741111
ENSG00000147789	0.017066657
ENSG00000097096	-0.164039298
ENSG00000112541	0.021788654
ENSG00000005243	-0.096333953
ENSG00000206427	0.137005342
ENSG00000268173	0.212992558
ENSG00000121903	-0.124376455
ENSG00000152056	-0.167835911
ENSG00000268176	0.172004567
ENSG00000273417	0.299582941
ENSG00000005249	-0.225527434
ENSG00000197497	-0.006648002
ENSG00000102024	-0.132194378
ENSG00000165097	-0.077079609
ENSG00000063587	-0.070063961
ENSG00000021300	-0.011828619
ENSG00000101911	0.106604346
ENSG00000153291	-0.180508264
ENSG00000269173	-0.011480394
ENSG00000104368	0.116738462
ENSG00000104369	-0.009354621
ENSG00000159164	0.030403258
ENSG00000104365	-0.006050497
ENSG00000100393	-0.009635635
ENSG00000272860	0.001256158
ENSG00000100395	-0.06451961
ENSG00000180867	0.047706612
ENSG00000061987	-0.094291798
ENSG00000213762	0.027708831
ENSG00000001036	-0.130021302
ENSG00000122958	-0.093438554
ENSG00000228962	-0.147955667
ENSG00000122952	-0.064537272
ENSG00000185561	-0.09701766
ENSG00000145832	0.421288774
ENSG00000165323	0.029000996
ENSG00000165322	-0.052024756
ENSG00000165325	-0.139989378
ENSG00000145780	-0.127934151
ENSG00000185567	-0.032691053
ENSG00000145782	-0.109964984
ENSG00000154027	0.01100733
ENSG00000101624	-0.078954476
ENSG00000187147	0.070120789
ENSG00000121350	-0.115296873
ENSG00000174151	-0.13681194
ENSG00000213339	0.150476495
ENSG00000111424	-0.059583114
ENSG00000174405	-0.064171138
ENSG00000175575	-0.148291126
ENSG00000197971	-0.02151325
ENSG00000175573	0.200565258
ENSG00000120008	-0.038596773
ENSG00000151135	-0.163473091
ENSG00000061676	-0.120092104
ENSG00000179406	0.106063342
ENSG00000179409	-0.003196693
ENSG00000239463	-0.101817796
ENSG00000151292	-0.143140775
ENSG00000213859	0.160083654
ENSG00000169228	0.122514654
ENSG00000105552	0.24495111
ENSG00000169220	0.426695478
ENSG00000169221	0.234467843
ENSG00000169223	0.30200724
ENSG00000108387	0.204979622
ENSG00000170381	-0.040956406
ENSG00000089022	-0.016491834
ENSG00000170382	0.001642094
ENSG00000170385	-0.017750815
ENSG00000261361	0.145494635
ENSG00000183808	-0.090686785
ENSG00000100320	0.036822247
ENSG00000072756	-0.119136644
ENSG00000150401	-0.032513851
ENSG00000171471	0.007945353
ENSG00000161958	-0.098042114
ENSG00000111361	0.014201241
ENSG00000256018	0.114735659
ENSG00000171475	-0.043131198
ENSG00000111364	0.047625702
ENSG00000124279	-0.078001964
ENSG00000100101	0.072146325
ENSG00000170049	0.542040567
ENSG00000129514	0.861135977
ENSG00000105559	0.020460625
ENSG00000185158	0.010148016
ENSG00000107816	0.3687067
ENSG00000107815	-0.015460381
ENSG00000117245	0.061695311
ENSG00000125247	0.026530412
ENSG00000224941	0.115962295
ENSG00000107819	0.036643039
ENSG00000157873	0.327362036
ENSG00000253626	0.026437293
ENSG00000145040	-0.140388895
ENSG00000235387	-0.529679273
ENSG00000169598	0.121748405
ENSG00000169599	0.011468812
ENSG00000146842	-0.064116103
ENSG00000106635	0.112686837
ENSG00000106636	0.032185964
ENSG00000156564	0.0
ENSG00000106144	-0.036537671
ENSG00000269283	0.150321454
ENSG00000261109	0.396627415
ENSG00000106638	-0.047500842
ENSG00000220785	0.373683285
ENSG00000198853	0.182572849
ENSG00000133142	-0.087445177
ENSG00000065970	-0.001418526
ENSG00000121690	-0.075719425
ENSG00000128422	0.098875515
ENSG00000131495	-0.036635664
ENSG00000271885	0.013945328
ENSG00000089094	0.082950045
ENSG00000129518	-0.012027597
ENSG00000167881	-0.030468888
ENSG00000171798	0.515190182
ENSG00000273015	-0.009112068
ENSG00000102393	-0.131372509
ENSG00000102390	-0.036629903
ENSG00000181090	0.086191134
ENSG00000143862	0.23276822
ENSG00000198517	0.369246159
ENSG00000134516	0.18531289
ENSG00000143867	0.484880777
ENSG00000124588	0.082302559
ENSG00000143641	0.097821241
ENSG00000196152	-0.240831042
ENSG00000124587	0.127477937
ENSG00000171385	-0.114912837
ENSG00000065609	-0.177752249
ENSG00000143319	0.083220939
ENSG00000198518	-0.170543311625
ENSG00000134049	-0.079713822
ENSG00000009830	-0.042038406
ENSG00000139517	-0.038074532
ENSG00000139546	0.023359421
ENSG00000159714	0.133990327
ENSG00000166311	0.150826646
ENSG00000147526	-0.075935691
ENSG00000166313	0.112036815
ENSG00000188060	0.48442339
ENSG00000124191	0.309267307
ENSG00000078018	-0.112821999
ENSG00000078549	-0.345269552
ENSG00000100815	-0.132998024
ENSG00000184575	-0.001860751
ENSG00000248049	-0.021410949
ENSG00000178927	0.134078168
ENSG00000178921	0.059016208
ENSG00000172602	-0.027796475
ENSG00000133424	-0.033092229
ENSG00000269821	0.014779664
ENSG00000269820	0.128746328
ENSG00000240694	-0.020159459
ENSG00000168310	0.083825747
ENSG00000105447	0.179564426
ENSG00000168936	0.348635067
ENSG00000087085	0.656571119
ENSG00000262103	0.544178822
ENSG00000262102	-0.076602367
ENSG00000188603	0.273607273
ENSG00000223775	-0.044417858
ENSG00000268417	-0.121301733
ENSG00000114268	-0.004708116
ENSG00000157978	0.03960953
ENSG00000118292	-0.08376207
ENSG00000268419	-0.149433431
ENSG00000040487	0.179642592
ENSG00000108671	0.028974561
ENSG00000104131	-0.050017324
ENSG00000146833	0.087541603
ENSG00000215301	-0.108291743
ENSG00000099326	0.271255278
ENSG00000100949	0.182273787
ENSG00000102531	-0.113583624
ENSG00000259378	0.068689526
ENSG00000106852	-0.108406844
ENSG00000106853	0.034068695
ENSG00000115241	0.02402629
ENSG00000203791	-0.00087507
ENSG00000158234	-0.053042953
ENSG00000133316	0.036917403
ENSG00000095794	-0.048573939
ENSG00000141026	-0.027804593
ENSG00000135314	-0.045935539
ENSG00000135317	-0.12635239
ENSG00000226314	0.034110852
ENSG00000165660	-0.090159702
ENSG00000165661	-0.033571545
ENSG00000226312	0.361753008
ENSG00000145014	0.242392221
ENSG00000167004	0.028653354
ENSG00000129810	-0.084593011
ENSG00000158023	0.107370705
ENSG00000176953	0.036625085
ENSG00000183242	0.33807543
ENSG00000144061	0.094530416
ENSG00000153046	-0.054631285
ENSG00000153048	0.151399717
ENSG00000162873	0.350926784
ENSG00000183248	0.653420793
ENSG00000189403	-0.033862852
ENSG00000127774	0.095833731
ENSG00000179387	-0.180047803
ENSG00000172123	-0.131726292
ENSG00000172650	0.308640588
ENSG00000127804	-0.100423753
ENSG00000162129	-0.142500738
ENSG00000066651	-0.113694931
ENSG00000143753	-0.001669061
ENSG00000179388	-0.273631739
ENSG00000066654	-0.055896153
ENSG00000236404	-0.19806716
ENSG00000173295	-0.00518193
ENSG00000105771	0.071885273
ENSG00000185716	-0.275640326
ENSG00000173838	-0.330510741
ENSG00000233382	-0.216369524
ENSG00000122728	-0.509685955
